 ID,DATA E HORA,TQ SUSPENSÃO,VEL_1_RPM, VEL_5_RPM,COZEDOR, TEMP AMOSTRA C°,ASPECTO
1389,8/10/2023 7:35:00 PM,Tanque 1002,124800,36720,Therlet 4,30,OK
1391,8/10/2023 8:30:00 PM,Tanque 1002,137600,39040,Therlet 4,26,OK
1393,8/10/2023 9:26:00 PM,Tanque 1003,132000,38000,Therlet 4,26,OK
1394,8/10/2023 10:30:00 PM,Tanque 1001,127200,38320,Therlet 4,25,OK
1397,8/10/2023 11:30:00 PM,Tanque 1002,152400,42960,Therlet 4,23,OK
1366,8/10/2023 11:30:00 PM,Tanque 1001,141200,44320,Therlet 4,23,OK
1400,8/11/2023 1:30:00 AM,Tanque 1001,137600,44200,Therlet 4,24,OK
1404,8/11/2023 3:30:00 AM,Tanque 1003,136400,38880,Therlet 4,30,OK
1407,8/11/2023 5:30:00 AM,Tanque 1002,136000,38400,Therlet 4,24,OK
1409,8/11/2023 2:33:00 PM,Tanque 1003,136400,40080,Therlet 4,30,OK
1410,8/11/2023 4:30:00 PM,Tanque 1001,126400,38320,Therlet 4,26,OK
1413,8/11/2023 5:35:00 PM,Tanque 1002,133000,38060,Therlet 4,26,OK
1415,8/11/2023 6:41:00 PM,Tanque 1003,129200,36960,Therlet 4,24,OK
1421,8/11/2023 9:31:00 PM,Tanque 1001,132400,39120,Therlet 4,23,OK
1425,8/11/2023 11:30:00 PM,Tanque 1001,120400,39840,Therlet 4,24,OK
1432,8/12/2023 2:30:00 AM,Tanque 1002,146800,41200,Therlet 4,24,OK
1435,8/12/2023 4:30:00 AM,Tanque 1001,144000,38960,Therlet 4,25,OK
1438,8/12/2023 5:30:00 AM,Tanque 1002,122800,36960,Therlet 4,25,OK
1441,8/12/2023 2:30:00 PM,Tanque 1002,136400,40240,Therlet 4,26,OK
1447,8/12/2023 4:30:00 PM,Tanque 1001,133600,39120,Therlet 4,23,OK
1450,8/12/2023 6:31:00 PM,Tanque 1001,132400,38880,Therlet 4,24,OK
1454,8/12/2023 9:30:00 PM,Tanque 1003,128400,36540,Therlet 4,30,OK
1456,8/13/2023 2:32:00 PM,Tanque 1002,136000,40160,Therlet 4,23,OK
1459,8/13/2023 4:30:00 PM,Tanque 1003,149200,40400,Therlet 4,24,OK
1464,8/13/2023 6:35:00 PM,Tanque 1001,133200,37920,Therlet 4,25,OK
1467,8/13/2023 8:33:00 PM,Tanque 1003,136800,40160,Therlet 4,22,OK
1469,8/13/2023 9:30:00 PM,Tanque 1001,140000,38720,Therlet 4,27,OK
1472,8/13/2023 10:30:00 PM,Tanque 1002,128800,37760,Therlet 4,27,OK
1474,8/13/2023 11:30:00 PM,Tanque 1002,130800,37360,Therlet 4,25,OK
1479,8/14/2023 2:30:00 AM,Tanque 1003,142400,40960,Therlet 4,24,OK
1483,8/14/2023 4:30:00 AM,Tanque 1002,141200,40400,Therlet 4,24,OK
1485,8/14/2023 2:31:00 PM,Tanque 1002,147800,41760,Therlet 4,23,OK
1490,8/14/2023 5:34:00 PM,Tanque 1002,130600,42210,Therlet 4,23,OK
1492,8/14/2023 7:33:00 PM,Tanque 1001,136600,40400,Therlet 4,23,OK
1494,8/14/2023 9:33:00 PM,Tanque 1003,122400,36480,Therlet 4,23,OK
1501,8/14/2023 11:30:00 PM,Tanque 1003,117600,36000,Therlet 4,23,OK
1504,8/15/2023 2:30:00 AM,Tanque 1001,133600,39120,Therlet 4,23,OK
1507,8/15/2023 3:30:00 AM,Tanque 1003,124000,34000,Therlet 4,25,OK
1509,8/15/2023 5:30:00 AM,Tanque 1002,130000,36800,Therlet 4,26,OK
1513,8/15/2023 3:33:00 PM,Tanque 1001,133200,40800,Therlet 4,30,OK
1514,8/15/2023 4:25:00 PM,Tanque 1001,131200,39600,Therlet 4,23,OK
1516,8/15/2023 5:34:00 PM,Tanque 1002,146000,41920,Therlet 4,25,OK
1520,8/15/2023 7:33:00 PM,Tanque 1001,142800,40560,Therlet 4,25,OK
1524,8/15/2023 9:35:00 PM,Tanque 1001,142800,40720,Therlet 4,25,OK
1529,8/16/2023 12:30:00 AM,Tanque 1001,139600,40400,Therlet 4,24,OK
1533,8/16/2023 2:30:00 AM,Tanque 1001,132000,39200,Therlet 4,24,OK
1537,8/16/2023 4:30:00 AM,Tanque 1002,136800,39600,Therlet 4,24,OK
1543,8/16/2023 5:36:00 PM,Tanque 1001,134000,38560,Therlet 4,25,OK
1547,8/16/2023 7:33:00 PM,Tanque 1001,128000,37840,Therlet 4,25,OK
1551,8/16/2023 9:30:00 PM,Tanque 1001,127200,37600,Therlet 4,24,OK
1555,8/16/2023 11:30:00 PM,Tanque 1001,128400,38000,Therlet 4,23,OK
1559,8/17/2023 1:39:00 AM,Tanque 1003,126400,37520,Therlet 4,25,OK
1563,8/17/2023 3:30:00 AM,Tanque 1003,148400,41280,Therlet 4,24,OK
1566,8/17/2023 5:30:00 AM,Tanque 1002,142000,40240,Therlet 4,24,OK
1568,8/17/2023 3:34:00 PM,Tanque 1002,128400,38000,Therlet 4,23,OK
1570,8/17/2023 5:30:00 PM,Tanque 1003,128400,37280,Therlet 4,25,OK
1573,8/17/2023 8:30:00 PM,Tanque 1003,130800,37360,Therlet 4,23,OK
1578,8/17/2023 11:30:00 PM,Tanque 1003,132600,38960,Therlet 4,23,OK
1580,8/18/2023 1:30:00 AM,Tanque 1002,123600,37120,Therlet 4,25,OK
1583,8/18/2023 3:30:00 AM,Tanque 1001,115600,35680,Therlet 4,25,OK
1585,8/18/2023 5:30:00 AM,Tanque 1003,122000,36480,Therlet 4,25,OK
1587,8/18/2023 6:30:00 AM,Tanque 1003,128000,35200,Therlet 4,22,OK
1590,8/18/2023 7:30:00 AM,Tanque 1001,135800,33080,Therlet 4,25,OK
1592,8/18/2023 8:30:00 AM,Tanque 1002,138400,39000,Therlet 4,26,OK
1594,8/18/2023 9:30:00 AM,Tanque 1003,140000,38000,Therlet 4,24,OK
1596,8/18/2023 10:30:00 AM,Tanque 1003,128000,37520,Therlet 4,23,OK
1598,8/18/2023 11:30:00 AM,Tanque 1001,138300,43000,Therlet 4,25,OK
1600,8/18/2023 12:30:00 PM,Tanque 1002,128000,34000,Therlet 4,25,OK
1602,8/18/2023 1:30:00 PM,Tanque 1003,129000,41750,Therlet 4,23,OK
1603,8/18/2023 2:31:00 PM,Tanque 1001,115600,34880,Therlet 4,26,OK
1606,8/18/2023 3:31:00 PM,Tanque 1002,119200,35280,Therlet 4,23,OK
1607,8/18/2023 4:27:00 PM,Tanque 1003,124000,36400,Therlet 4,22,OK
1609,8/18/2023 5:28:00 PM,Tanque 1001,122800,37760,Therlet 4,24,OK
1612,8/18/2023 6:31:00 PM,Tanque 1002,121600,36960,Therlet 4,22,OK
1614,8/18/2023 7:32:00 PM,Tanque 1003,120000,36000,Therlet 4,22,OK
1616,8/18/2023 8:24:00 PM,Tanque 1003,128000,37440,Therlet 4,21,OK
1618,8/18/2023 9:32:00 PM,Tanque 1002,124600,34620,Therlet 4,23,OK
1622,8/18/2023 11:30:00 PM,Tanque 1003,139080,38080,Therlet 4,26,OK
1624,8/19/2023 1:30:00 AM,Tanque 1002,133600,39280,Therlet 4,23,OK
1625,8/19/2023 2:30:00 AM,Tanque 1003,149200,39760,Therlet 4,25,OK
1629,8/19/2023 4:32:00 AM,Tanque 1002,128400,36480,Therlet 4,24,OK
1632,8/19/2023 6:30:00 AM,Tanque 1001,129000,38450,Therlet 4,23,OK
1634,8/19/2023 7:30:00 AM,Tanque 1001,132000,42000,Therlet 4,23,OK
1636,8/19/2023 8:30:00 AM,Tanque 1002,122120,42000,Therlet 4,24,OK
1638,8/19/2023 9:30:00 AM,Tanque 1002,118700,37020,Therlet 4,26,OK
1640,8/19/2023 10:30:00 AM,Tanque 1003,119000,34200,Therlet 4,24,OK
1642,8/19/2023 11:30:00 AM,Tanque 1001,138000,42000,Therlet 4,25,OK
1644,8/19/2023 12:30:00 PM,Tanque 1002,125000,33080,Therlet 4,25,OK
1646,8/19/2023 1:30:00 PM,Tanque 1003,132000,40120,Therlet 4,26,OK
1647,8/19/2023 2:36:00 PM,Tanque 1002,126000,36160,Therlet 4,25,OK
1649,8/19/2023 3:33:00 PM,Tanque 1001,120800,34880,Therlet 4,25,OK
1652,8/19/2023 5:30:00 PM,Tanque 1003,127600,36640,Therlet 4,24,OK
1654,8/19/2023 6:39:00 PM,Tanque 1001,138240,38100,Therlet 4,23,OK
1658,8/19/2023 9:33:00 PM,Tanque 1002,122440,36080,Therlet 4,25,OK
1661,8/19/2023 11:41:00 PM,Tanque 1003,128400,37600,Therlet 4,25,OK
1663,8/20/2023 1:33:00 AM,Tanque 1001,127600,37040,Therlet 4,24,OK
1666,8/20/2023 3:30:00 AM,Tanque 1003,126800,39000,Therlet 4,24,OK
1712,8/21/2023 3:31:00 PM,Tanque 1002,120400,36480,Therlet 4,20,OK
1717,8/21/2023 5:33:00 PM,Tanque 1001,125600,37040,Therlet 4,24,OK
1721,8/21/2023 7:35:00 PM,Tanque 1001,132400,38160,Therlet 4,30,OK
1724,8/21/2023 9:32:00 PM,Tanque 1001,126800,38160,Therlet 4,26,OK
1778,8/23/2023 12:27:00 AM,Tanque 1003,138400,39040,Therlet 4,29,OK
1782,8/23/2023 2:30:00 AM,Tanque 1002,142000,41200,Therlet 4,25,OK
1785,8/23/2023 4:30:00 AM,Tanque 1002,138800,41440,Therlet 4,25,OK
1788,8/23/2023 6:32:00 AM,Tanque 1001,119000,32000,Therlet 4,26,OK
1790,8/23/2023 7:30:00 AM,Tanque 1001,121120,38000,Therlet 4,25,OK
1792,8/23/2023 8:31:00 AM,Tanque 1002,119800,40000,Therlet 4,24,OK
1796,8/23/2023 10:30:00 AM,Tanque 1001,142000,37000,Therlet 4,22,OK
1802,8/23/2023 1:30:00 PM,Tanque 1002,128000,36000,Therlet 4,26,OK
1803,8/23/2023 2:34:00 PM,Tanque 1001,135780,39640,Therlet 4,24,OK
1807,8/23/2023 5:28:00 PM,Tanque 1003,134670,43690,Therlet 4,23,OK
1810,8/23/2023 6:39:00 PM,Tanque 1001,142000,41280,Therlet 4,24,OK
1815,8/23/2023 9:40:00 PM,Tanque 1003,140800,40960,Therlet 4,23,OK
1821,8/23/2023 11:30:00 PM,Tanque 1002,140400,39440,Therlet 4,22,OK
1826,8/24/2023 1:27:00 AM,Tanque 1002,126400,38080,Therlet 4,23,OK
1830,8/24/2023 3:30:00 AM,Tanque 1003,130400,39280,Therlet 4,25,OK
1834,8/24/2023 5:30:00 AM,Tanque 1002,126400,38720,Therlet 4,23,OK
1838,8/24/2023 7:30:00 AM,Tanque 1002,137180,38400,Therlet 4,25,OK
1846,8/24/2023 11:26:00 AM,Tanque 1001,120200,34080,Therlet 4,25,OK
1856,8/24/2023 4:33:00 PM,Tanque 1001,130400,38880,Therlet 4,23,OK
1861,8/24/2023 7:20:00 PM,Tanque 1002,131600,37760,Therlet 4,23,OK
1868,8/24/2023 11:30:00 PM,Tanque 1001,135200,38160,Therlet 4,29,OK
1871,8/25/2023 1:45:00 AM,Tanque 1003,127600,39120,Therlet 4,23,OK
1876,8/25/2023 3:30:00 AM,Tanque 1003,126800,38480,Therlet 4,26,OK
1880,8/25/2023 5:30:00 AM,Tanque 1003,133200,38400,Therlet 4,25,OK
1886,8/25/2023 8:30:00 AM,Tanque 1001,133000,40000,Therlet 4,24,OK
1890,8/25/2023 10:31:00 AM,Tanque 1003,132000,39540,Therlet 4,24,OK
1892,8/25/2023 11:36:00 AM,Tanque 1001,133000,35120,Therlet 4,24,OK
1898,8/25/2023 3:40:00 PM,Tanque 1003,126000,36720,Therlet 4,30,OK
1901,8/25/2023 5:39:00 PM,Tanque 1003,131600,38800,Therlet 4,23,OK
1909,8/25/2023 8:27:00 PM,Tanque 1001,131200,38480,Therlet 4,25,OK
1913,8/25/2023 10:30:00 PM,Tanque 1003,149600,42720,Therlet 4,24,OK
1918,8/26/2023 12:30:00 AM,Tanque 1003,136000,40320,Therlet 4,27,OK
1922,8/26/2023 2:30:00 AM,Tanque 1003,145200,41440,Therlet 4,24,OK
1932,8/26/2023 7:30:00 AM,Tanque 1002,128450,33080,Therlet 4,27,OK
1936,8/26/2023 9:31:00 AM,Tanque 1002,141350,39600,Therlet 4,26,OK
1946,8/26/2023 11:30:00 AM,Tanque 1001,141200,39710,Therlet 4,23,OK
1950,8/26/2023 1:30:00 PM,Tanque 1001,136000,35080,Therlet 4,24,OK
1953,8/26/2023 3:31:00 PM,Tanque 1001,118400,36560,Therlet 4,25,OK
1958,8/26/2023 5:29:00 PM,Tanque 1001,119600,39520,Therlet 4,27,OK
1961,8/26/2023 6:30:00 PM,Tanque 1002,139800,39220,Therlet 4,23,OK
1965,8/26/2023 9:34:00 PM,Tanque 1003,138400,39280,Therlet 4,23,OK
1969,8/26/2023 11:30:00 PM,Tanque 1002,136800,41120,Therlet 4,25,OK
1973,8/27/2023 1:26:00 AM,Tanque 1001,138000,40240,Therlet 4,25,OK
1974,8/27/2023 2:30:00 AM,Tanque 1002,133600,36840,Therlet 4,23,OK
1976,8/27/2023 4:30:00 AM,Tanque 1001,145200,40160,Therlet 4,26,OK
1979,8/27/2023 6:30:00 AM,Tanque 1003,129000,42310,Therlet 4,26,OK
1980,8/27/2023 7:30:00 AM,Tanque 1003,133000,37120,Therlet 4,24,OK
1981,8/27/2023 8:30:00 AM,Tanque 1001,141450,39000,Therlet 4,25,OK
1982,8/27/2023 9:28:00 AM,Tanque 1001,122340,35080,Therlet 4,23,OK
1983,8/27/2023 10:32:00 AM,Tanque 1002,132600,34250,Therlet 4,23,OK
1984,8/27/2023 11:30:00 AM,Tanque 1002,142430,41610,Therlet 4,22,OK
1985,8/27/2023 12:30:00 PM,Tanque 1002,132000,36000,Therlet 4,24,OK
1986,8/27/2023 1:30:00 PM,Tanque 1003,136000,40000,Therlet 4,26,OK
1987,8/27/2023 2:31:00 PM,Tanque 1003,129200,37200,Therlet 4,24,OK
1988,8/27/2023 3:30:00 PM,Tanque 1003,134000,38960,Therlet 4,26,OK
1989,8/27/2023 4:31:00 PM,Tanque 1002,126000,36880,Therlet 4,27,OK
1990,8/27/2023 5:32:00 PM,Tanque 1002,120400,36960,Therlet 4,23,OK
1992,8/27/2023 7:33:00 PM,Tanque 1003,132600,36400,Therlet 4,25,OK
1993,8/27/2023 8:28:00 PM,Tanque 1003,134000,40880,Therlet 4,30,OK
1994,8/27/2023 9:30:00 PM,Tanque 1001,134400,39840,Therlet 4,21,OK
1996,8/27/2023 10:30:00 PM,Tanque 1001,137200,40800,Therlet 4,20,OK
2003,8/28/2023 3:53:00 AM,Tanque 1001,134800,40000,Therlet 4,25,OK
2004,8/28/2023 4:30:00 AM,Tanque 1003,129600,38800,Therlet 4,28,OK
2010,8/28/2023 7:30:00 AM,Tanque 1003,131250,35120,Therlet 4,23,OK
2014,8/28/2023 9:30:00 AM,Tanque 1002,125200,43080,Therlet 4,23,OK
2020,8/28/2023 12:30:00 PM,Tanque 1003,120000,39450,Therlet 4,23,OK
2023,8/28/2023 2:41:00 PM,Tanque 1003,121200,35440,Therlet 4,24,OK
2024,8/28/2023 2:46:00 PM,Tanque 1003,124000,36480,Therlet 4,23,OK
2029,8/28/2023 5:32:00 PM,Tanque 1001,127200,37760,Therlet 4,24,OK
2033,8/28/2023 7:26:00 PM,Tanque 1001,126400,38560,Therlet 4,25,OK
2037,8/28/2023 9:33:00 PM,Tanque 1003,128800,38160,Therlet 4,24,OK
2046,8/29/2023 1:30:00 AM,Tanque 1003,146000,44080,Therlet 4,25,OK
2050,8/29/2023 3:30:00 AM,Tanque 1003,147200,44560,Therlet 4,23,OK
2052,8/29/2023 4:30:00 AM,Tanque 1001,138400,42400,Therlet 4,25,OK
2055,8/29/2023 6:30:00 AM,Tanque 1003,128000,39120,Therlet 4,23,OK
2059,8/29/2023 8:30:00 AM,Tanque 1002,130530,38880,Therlet 4,23,OK
2061,8/29/2023 9:30:00 AM,Tanque 1002,143450,41200,Therlet 4,28,OK
2065,8/29/2023 11:30:00 AM,Tanque 1001,127620,39800,Therlet 4,23,OK
2069,8/29/2023 1:28:00 PM,Tanque 1001,139860,41710,Therlet 4,24,OK
2072,8/29/2023 3:31:00 PM,Tanque 1002,128000,36880,Therlet 4,26,OK
2076,8/29/2023 5:29:00 PM,Tanque 1001,148800,36640,Therlet 4,26,OK
2082,8/29/2023 8:36:00 PM,Tanque 1003,135200,37600,Therlet 4,26,OK
2087,8/29/2023 10:30:00 PM,Tanque 1002,133200,37920,Therlet 4,26,OK
2093,8/30/2023 1:34:00 AM,Tanque 1001,146800,44080,Therlet 4,25,OK
2099,8/30/2023 4:30:00 AM,Tanque 1002,134800,40800,Therlet 4,24,OK
2104,8/30/2023 7:30:00 AM,Tanque 1001,140000,41000,Therlet 4,26,OK
2108,8/30/2023 9:43:00 AM,Tanque 1003,122000,34200,Therlet 4,25,OK
2112,8/30/2023 11:30:00 AM,Tanque 1001,134000,36000,Therlet 4,26,OK
2113,8/30/2023 12:47:00 PM,Tanque 1003,140000,39000,Therlet 4,25,OK
2116,8/30/2023 1:30:00 PM,Tanque 1001,143000,39000,Therlet 4,24,OK
2119,8/30/2023 3:35:00 PM,Tanque 1002,130800,38800,Therlet 4,25,OK
2123,8/30/2023 5:33:00 PM,Tanque 1001,138400,40560,Therlet 4,24,OK
2127,8/30/2023 7:33:00 PM,Tanque 1003,130400,39170,Therlet 4,26,OK
2131,8/30/2023 9:37:00 PM,Tanque 1001,124400,38240,Therlet 4,26,OK
2139,8/31/2023 12:30:00 AM,Tanque 1002,126000,36320,Therlet 4,25,OK
2143,8/31/2023 2:30:00 AM,Tanque 1002,130800,37200,Therlet 4,24,OK
2147,8/31/2023 4:30:00 AM,Tanque 1002,122800,38080,Therlet 4,25,OK
2160,8/31/2023 10:30:00 AM,Tanque 1003,134760,138790,Therlet 4,26,OK
2166,8/31/2023 11:25:00 AM,Tanque 1003,140000,42000,Therlet 4,24,OK
2168,8/31/2023 12:30:00 PM,Tanque 1001,137000,37420,Therlet 4,23,OK
2170,8/31/2023 1:30:00 PM,Tanque 1001,138000,36500,Therlet 4,24,OK
2172,8/31/2023 2:32:00 PM,Tanque 1003,132570,38900,Therlet 4,26,OK
2187,8/31/2023 9:19:00 PM,Tanque 1003,134800,41200,Therlet 4,26,OK
2193,9/1/2023 12:30:00 AM,Tanque 1002,148400,43080,Therlet 4,26,OK
2197,9/1/2023 2:30:00 AM,Tanque 1002,135200,39840,Therlet 4,25,OK
2201,9/1/2023 4:30:00 AM,Tanque 1001,131600,37760,Therlet 4,27,OK
2204,9/1/2023 7:30:00 AM,Tanque 1003,123000,39450,Therlet 4,24,OK
2208,9/1/2023 9:30:00 AM,Tanque 1002,119200,37600,Therlet 4,25,OK
2212,9/1/2023 11:30:00 AM,Tanque 1001,133000,41200,Therlet 4,26,OK
2216,9/1/2023 1:33:00 PM,Tanque 1003,133180,33120,Therlet 4,26,OK
2220,9/1/2023 3:35:00 PM,Tanque 1001,115600,35920,Therlet 4,26,OK
2228,9/1/2023 7:35:00 PM,Tanque 1003,126400,38880,Therlet 4,26,OK
2232,9/1/2023 11:43:00 PM,Tanque 1002,152800,40480,Therlet 4,24,OK
2239,9/2/2023 1:30:00 AM,Tanque 1001,151600,40240,Therlet 4,25,OK
2241,9/2/2023 2:30:00 AM,Tanque 1003,141200,41440,Therlet 4,26,OK
2245,9/2/2023 4:30:00 AM,Tanque 1002,136400,37680,Therlet 4,25,OK
2249,9/2/2023 6:30:00 AM,Tanque 1001,122300,33120,Therlet 4,25,OK
2251,9/2/2023 7:28:00 AM,Tanque 1002,128900,33080,Therlet 4,23,OK
2255,9/2/2023 9:30:00 AM,Tanque 1001,127000,38200,Therlet 4,22,OK
2259,9/2/2023 11:33:00 AM,Tanque 1003,132300,39100,Therlet 4,25,OK
2261,9/2/2023 12:36:00 PM,Tanque 1001,132200,36600,Therlet 4,25,OK
2266,9/2/2023 3:30:00 PM,Tanque 1003,126400,37360,Therlet 4,24,OK
2268,9/2/2023 5:30:00 PM,Tanque 1002,120000,36400,Therlet 4,25,OK
2272,9/2/2023 8:26:00 PM,Tanque 1002,126000,38790,Therlet 4,24,OK
2271,9/2/2023 8:28:00 PM,Tanque 1002,125800,39560,Therlet 4,24,OK
2274,9/2/2023 10:30:00 PM,Tanque 1001,126400,37120,Therlet 4,25,OK
2278,9/3/2023 1:37:00 AM,Tanque 1003,122800,36640,Therlet 4,25,OK
2280,9/3/2023 3:30:00 AM,Tanque 1002,134000,40720,Therlet 4,25,OK
2283,9/3/2023 5:30:00 AM,Tanque 1003,124800,36560,Therlet 4,25,OK
2293,9/3/2023 12:35:00 PM,Tanque 1002,117000,33080,Therlet 4,22,OK
2295,9/3/2023 1:30:00 PM,Tanque 1003,129600,38400,Therlet 4,23,OK
2296,9/3/2023 2:31:00 PM,Tanque 1001,110000,34320,Therlet 4,25,OK
2300,9/3/2023 3:33:00 PM,Tanque 1003,122800,35520,Therlet 4,26,OK
2306,9/3/2023 8:31:00 PM,Tanque 1003,120400,37440,Therlet 4,25,OK
2312,9/3/2023 11:30:00 PM,Tanque 1002,144400,34000,Therlet 4,26,OK
2314,9/4/2023 12:30:00 AM,Tanque 1001,130800,39760,Therlet 4,26,OK
2316,9/4/2023 1:30:00 AM,Tanque 1002,142000,40560,Therlet 4,24,OK
2325,9/4/2023 5:30:00 AM,Tanque 1002,149200,40240,Therlet 4,25,OK
2329,9/4/2023 7:30:00 AM,Tanque 1001,140200,39080,Therlet 4,26,OK
2335,9/4/2023 10:28:00 AM,Tanque 1001,142700,42000,Therlet 4,26,NOK
2337,9/4/2023 11:30:00 AM,Tanque 1002,139300,37360,Therlet 4,23,OK
2342,9/4/2023 1:30:00 PM,Tanque 1002,136400,41200,Therlet 4,22,OK
2346,9/4/2023 3:38:00 PM,Tanque 1003,128400,38320,Therlet 4,26,OK
2350,9/4/2023 5:33:00 PM,Tanque 1003,120000,35760,Therlet 4,27,OK
2354,9/4/2023 8:35:00 PM,Tanque 1001,114800,36000,Therlet 4,24,OK
2358,9/4/2023 11:19:00 PM,Tanque 1002,123600,39360,Therlet 4,26,OK
2363,9/5/2023 1:31:00 AM,Tanque 1001,121200,37280,Therlet 4,24,OK
2366,9/5/2023 3:30:00 AM,Tanque 1003,126000,38720,Therlet 4,24,OK
2368,9/5/2023 5:30:00 AM,Tanque 1001,117200,38320,Therlet 4,24,OK
2369,9/5/2023 6:30:00 AM,Tanque 1001,125500,35400,Therlet 4,24,OK
2370,9/5/2023 7:30:00 AM,Tanque 1002,120200,34200,Therlet 4,26,OK
2372,9/5/2023 8:25:00 AM,Tanque 1003,123300,34400,Therlet 4,26,OK
2374,9/5/2023 9:30:00 AM,Tanque 1003,141280,36350,Therlet 4,26,OK
2376,9/5/2023 10:37:00 AM,Tanque 1001,124100,36600,Therlet 4,26,OK
2382,9/5/2023 1:29:00 PM,Tanque 1001,137080,41200,Therlet 4,26,OK
2387,9/5/2023 4:32:00 PM,Tanque 1003,110000,36400,Therlet 4,27,OK
2392,9/5/2023 6:27:00 PM,Tanque 1002,122000,37280,Therlet 4,27,OK
2395,9/5/2023 8:37:00 PM,Tanque 1001,120000,35600,Therlet 4,26,OK
2400,9/5/2023 10:30:00 PM,Tanque 1001,123200,38560,Therlet 4,26,OK
2405,9/6/2023 12:30:00 AM,Tanque 1003,118000,35840,Therlet 4,26,OK
2409,9/6/2023 2:43:00 AM,Tanque 1003,114400,35680,Therlet 4,26,OK
2414,9/6/2023 4:30:00 AM,Tanque 1002,140400,40240,Therlet 4,26,OK
2415,9/6/2023 7:31:00 AM,Tanque 1001,137360,41000,Therlet 4,25,OK
2418,9/6/2023 8:35:00 AM,Tanque 1002,128700,37100,Therlet 4,24,OK
2426,9/6/2023 11:30:00 AM,Tanque 1002,118800,37600,Therlet 4,24,OK
2428,9/6/2023 12:33:00 PM,Tanque 1001,139800,40250,Therlet 4,28,OK
2438,9/6/2023 6:30:00 PM,Tanque 1002,132400,39120,Therlet 4,25,OK
2441,9/6/2023 8:28:00 PM,Tanque 1001,133200,40640,Therlet 4,25,OK
2444,9/6/2023 10:29:00 PM,Tanque 1001,128400,38080,Therlet 4,26,OK
2451,9/7/2023 1:43:00 AM,Tanque 1002,149600,43360,Therlet 4,25,OK
2455,9/7/2023 3:30:00 AM,Tanque 1001,128800,40840,Therlet 4,24,OK
2459,9/7/2023 5:30:00 AM,Tanque 1003,149600,46320,Therlet 4,24,OK
2463,9/7/2023 7:30:00 AM,Tanque 1003,133500,36700,Therlet 4,25,OK
2465,9/7/2023 8:30:00 AM,Tanque 1001,125400,32200,Therlet 4,24,OK
2469,9/7/2023 10:20:00 AM,Tanque 1003,134000,35499,Therlet 4,25,OK
2473,9/7/2023 12:30:00 PM,Tanque 1002,127700,30500,Therlet 4,25,OK
2486,9/7/2023 9:34:00 PM,Tanque 1001,139600,41120,Therlet 4,23,OK
2490,9/7/2023 11:30:00 PM,Tanque 1003,145200,37360,Therlet 4,25,OK
2494,9/8/2023 1:34:00 AM,Tanque 1002,127600,38560,Therlet 4,25,OK
2498,9/8/2023 3:30:00 AM,Tanque 1002,133600,40000,Therlet 4,24,OK
2502,9/8/2023 5:30:00 AM,Tanque 1003,138400,38480,Therlet 4,23,OK
2504,9/8/2023 6:30:00 AM,Tanque 1001,132200,33500,Therlet 4,25,OK
2517,9/10/2023 7:37:00 AM,Tanque 1001,136600,35080,Therlet 4,23,OK
2519,9/10/2023 8:30:00 AM,Tanque 1002,135000,33080,Therlet 4,23,OK
2521,9/10/2023 9:30:00 AM,Tanque 1003,127700,38800,Therlet 4,25,OK
2523,9/10/2023 10:30:00 AM,Tanque 1003,132000,37550,Therlet 4,27,OK
2525,9/10/2023 11:31:00 AM,Tanque 1001,119000,34080,Therlet 4,23,OK
2527,9/10/2023 12:30:00 PM,Tanque 1002,132400,37700,Therlet 4,25,OK
2529,9/10/2023 1:30:00 PM,Tanque 1003,128800,37900,Therlet 4,25,OK
2532,9/10/2023 3:30:00 PM,Tanque 1001,122000,38240,Therlet 4,24,OK
2536,9/10/2023 5:32:00 PM,Tanque 1002,120400,37520,Therlet 4,27,OK
2537,9/10/2023 6:30:00 PM,Tanque 1003,128000,37600,Therlet 4,23,OK
2541,9/10/2023 8:36:00 PM,Tanque 1002,123600,36720,Therlet 4,25,OK
2544,9/10/2023 10:30:00 PM,Tanque 1003,139200,40400,Therlet 4,24,OK
2548,9/11/2023 1:30:00 AM,Tanque 1002,102600,35120,Therlet 4,25,OK
2551,9/11/2023 3:30:00 AM,Tanque 1001,142800,41120,Therlet 4,25,OK
2555,9/11/2023 5:40:00 AM,Tanque 1003,148000,43600,Therlet 4,25,OK
2557,9/11/2023 6:32:00 AM,Tanque 1002,143250,40080,Therlet 4,25,OK
2559,9/11/2023 7:30:00 AM,Tanque 1003,121430,39000,Therlet 4,23,OK
2561,9/11/2023 8:35:00 AM,Tanque 1003,136780,39100,Therlet 4,24,OK
2565,9/11/2023 10:38:00 AM,Tanque 1002,125280,37430,Therlet 4,23,OK
2568,9/11/2023 11:31:00 AM,Tanque 1002,140040,38450,Therlet 4,22,OK
2572,9/11/2023 1:38:00 PM,Tanque 1001,124320,39550,Therlet 4,23,OK
2575,9/11/2023 3:49:00 PM,Tanque 1003,126800,38240,Therlet 4,23,OK
2577,9/11/2023 5:26:00 PM,Tanque 1001,136000,39320,Therlet 4,23,OK
2590,9/12/2023 12:30:00 AM,Tanque 1001,140000,43520,Therlet 4,23,OK
2592,9/12/2023 1:30:00 AM,Tanque 1003,138000,41040,Therlet 4,23,OK
2597,9/12/2023 3:30:00 AM,Tanque 1002,152000,40880,Therlet 4,24,OK
